"location_num","location_name","location_status","operator_num","operator_name","operator_type","co_owned_flag","projected_open_date","open_date","closed_date","location_category","concept_type","location_type","location_subtype","prototype","location_format","square_footage","prototype_square_footage","has_drive_thru","drive_thru_lanes","drive_thru_pickup_windows","kitchen_layout","parking_spaces","parking_spaces_handicap","has_dining_room","seating_total_original","address_line_1","address_line_2","address_line_3","city","county","state","country_name","country_code","zip_code","gps_latitude","gps_longitude","phone_number","price_group","distribution_center","dc_code","distributor","region","service_team_code","service_team","business_consultant","operations_lead","area_director","operator_team_code","operator_team","market_code","market","last_updated","filepath","insert_timestamp","load_date"
"04177",Parma (OH) FSU,OPEN,"19372",Sheilla Lienerth,OPR,N,2021-01-21 00:00:00.000,2021-01-21 00:00:00.000,,Core,CFA,FSU,FSU,,Stand Alone,4990.00,4990.00,Y,2,1,,54,3,N,102,"6676 Ridge Rd",,,Parma,Cuyahoga,OH,United States,US,"44129-5707","41.382759",-81.735328,,"15",MB-St John MI,STJ,MARTIN BROWER,Midwest Region,M2,MW Region Team #2,Lauren Schwartz,Lauren Schwartz,Dericus Harvey,CLEV,Cleveland,"510","Cleveland-Akron (Canton), OH",2021-11-16 00:51:22.000,s3://cfadatalakeprod-useast1-dl-common-0042-in/1676/_0010/trigger/location_attributes.csv,2021-11-16 05:52:32.483,2021-11-16
"80385",Kentucky State University,CLOSED,"04003",Roderick Long,OPR,N,,2003-03-17 00:00:00.000,2015-03-31 00:00:00.000,LIC,LIC,COLL,SAT,,,0.00,0.00,N,0,,,0,0,N,0,"400 E Main St",,,Frankfort,Franklin,KY,United States,US,"40601-2334","38.2002",-84.8555,"502/597-5664","13",,,,Atlantic Region,A1,AT Region Team #1,Chad Terry,Chad Terry,Amy Millard,LEXI,Lexington,"541","Lexington, KY",2021-11-16 00:51:22.000,s3://cfadatalakeprod-useast1-dl-common-0042-in/1676/_0010/trigger/location_attributes.csv,2021-11-16 05:52:32.483,2021-11-16
"03644",Denver (NC) FSU,OPEN,"10644",Shannon Holland,OPR,N,2016-09-29 00:00:00.000,2016-09-29 00:00:00.000,,Core,CFA,FSU,FSU,,Stand Alone,4925.00,0.00,Y,2,1,Centerline,,3,N,,"7267 Highway 73",,,Denver,Lincoln,NC,United States,US,"28037-9187","35.44858",-81.0002,"704/827-1301","18",QCD-Pineville NC,PIN,Quality Custom Distribution,Atlantic Region,A3,AT Region Team #3,,Buck Anderson,Eren Page,CHR6,Charlotte VI,"517","Charlotte, NC",2021-11-16 00:51:22.000,s3://cfadatalakeprod-useast1-dl-common-0042-in/1676/_0010/trigger/location_attributes.csv,2021-11-16 05:52:32.483,2021-11-16
"03088",Shops at Rossmoor FSU,OPEN,"14444",Scott Carr,OPR,N,2013-11-14 00:00:00.000,2013-11-14 00:00:00.000,,Core,CFA,FSU,FSU,,Stand Alone,4526.00,0.00,Y,2,1,Centerline,23,2,N,111,"12101 Seal Beach Blvd",,,Seal Beach,Orange,CA,United States,US,"90740-2633","33.786806",-118.072503,"562/430-3060","33",McLane-Riverside CA,RIV,MCLANE COMPANY INC,West Region,W1,West Region Team #1,Rob Castillo,Rob Castillo,Mike Hensley,OCNO,OC North,"803","Los Angeles, CA",2021-11-16 00:51:22.000,s3://cfadatalakeprod-useast1-dl-common-0042-in/1676/_0010/trigger/location_attributes.csv,2021-11-16 05:52:32.483,2021-11-16
"02875",T - Cypress Creek FSU-Terminated,NEVER OPENED,,,,,,,,Core,CFA,FSU,FSU,,Stand Alone,,,N,,,,,,N,,I-95 & Cypress Creek (NW 62nd St.),,,Fort Lauderdale,Broward,FL,United States,US,"33334","26.20351",-80.15193,,,,,,,,,,,,,,"528","Miami-Ft. Lauderdale, FL",2021-11-16 00:51:22.000,s3://cfadatalakeprod-useast1-dl-common-0042-in/1676/_0010/trigger/location_attributes.csv,2021-11-16 05:52:32.483,2021-11-16
"04784",Terminated Rio Grande City [TX] FSU,NEVER OPENED,,,,,,,,Core,CFA,FSU,FSU,,Stand Alone,0.00,5000.00,N,0,,,0,0,N,0,Corner of Hwy 83 and FM 755,,,Rio Grande City,Starr,TX,United States,US,"78582","26.36961",-98.794841,,,QCD-San Antonio TX,SAN,Quality Custom Distribution,,,,,,,,,"636","Harlingen-Weslaco-Brownsville-McAllen, TX",2021-11-16 00:51:22.000,s3://cfadatalakeprod-useast1-dl-common-0042-in/1676/_0010/trigger/location_attributes.csv,2021-11-16 05:52:32.483,2021-11-16
"04439",Candlers Crossing FSU,FUTURE,,Dwayne Marshall,,,2022-01-20 00:00:00.000,,,Core,CFA,FSU,FSU,,Stand Alone,0.00,4857.00,N,0,1,,57,4,N,112,"2305 Wards Rd",,,Lynchburg,Lynchburg City,VA,United States,US,"24502-2101","37.36952",-79.18364,,"23",QCD-Suffolk VA,SUF,Quality Custom Distribution,Atlantic Region,A2,AT Region Team #2,Chris Rocha,Chris Rocha,Kevin Malone,SVA2,Southern Virginia 2,"573","Roanoke-Lynchburg, VA",2021-11-16 00:51:22.000,s3://cfadatalakeprod-useast1-dl-common-0042-in/1676/_0010/trigger/location_attributes.csv,2021-11-16 05:52:32.483,2021-11-16
"04476",Terminated Ewa Beach DTO,NEVER OPENED,,,,,,,,Core,CFA,FSU,FSU,,Stand Alone,0.00,0.00,N,0,,,0,0,N,0,Fort Weaver Road and Keanui Drive ,,,Ewa,Honolulu,HI,United States,US,"96706","21.325867",-158.023407,,,,,,,,,,,,,,"744","Honolulu, HI",2021-11-16 00:51:22.000,s3://cfadatalakeprod-useast1-dl-common-0042-in/1676/_0010/trigger/location_attributes.csv,2021-11-16 05:52:32.483,2021-11-16
"04861",Bohemia FSU,FUTURE,,,,,2024-06-06 00:00:00.000,,,Core,CFA,FSU,FSU,,Stand Alone,0.00,4998.00,N,0,,,0,0,N,0,"5151 Sunrise Hwy",,,Bohemia,Suffolk,NY,United States,US,"11716-4625","40.764865",-73.092367,,,,,,Northeast Region,N2,NE Region Team #2,Brian Corbett,Brian Corbett,Scott Stover,LONG,Long Island,,,2021-11-16 00:51:22.000,s3://cfadatalakeprod-useast1-dl-common-0042-in/1676/_0010/trigger/location_attributes.csv,2021-11-16 05:52:32.483,2021-11-16
"04695",Jacksonville [TX] FSU,OPEN,"17172",Marybeth Wade,OPR,N,2021-03-04 00:00:00.000,2021-03-04 00:00:00.000,,Core,CFA,FSU,FSU,,Stand Alone,4993.00,0.00,Y,2,1,Centerline,76,4,N,102,"502 S Jackson St",,,Jacksonville,Cherokee,TX,United States,US,"75766-2415","31.961651",-95.268924,,"18",MBM-Lewisville TX,LEW,MCLANE COMPANY INC,Southwest Region,S3,SW Region Team #3,Bill Chiles,Bill Chiles,Hoovey McGuirt,ETEX,East Texas,"709","Tyler-Longview(Lufkin & Nacogdoches), TX",2021-11-16 00:51:22.000,s3://cfadatalakeprod-useast1-dl-common-0042-in/1676/_0010/trigger/location_attributes.csv,2021-11-16 05:52:32.483,2021-11-16
"04880",Terminated Utica Ave (NY) FSU,NEVER OPENED,,,,,,,,Core,CFA,FSU,FSU,,Stand Alone,0.00,0.00,N,0,,,0,0,N,0,"1503 Utica Ave",,,Brooklyn,Kings,NY,United States,US,"11234","40.635718",-73.928297,,,,,,Northeast Region,N2,NE Region Team #2,Leslie Roberts,Leslie Roberts,Scott Stover,USNY,Upstate New York,"501","New York, NY",2021-11-16 00:51:22.000,s3://cfadatalakeprod-useast1-dl-common-0042-in/1676/_0010/trigger/location_attributes.csv,2021-11-16 05:52:32.483,2021-11-16
"04028",Gainesville (TX) FSU,OPEN,"18286",Michael Clarke,TMP,N,2019-06-06 00:00:00.000,2019-06-06 00:00:00.000,,Core,CFA,FSU,FSU,,Stand Alone,4997.00,0.00,Y,1,1,Centerline,79,5,N,110,"1001 W US Highway 82",,,Gainesville,Cooke,TX,United States,US,"76240","33.6409",-97.15451,"940/284-1436","23",MBM-Lewisville TX,LEW,MCLANE COMPANY INC,Southwest Region,S3,SW Region Team #3,Patrick Coussens,Patrick Coussens,Hoovey McGuirt,DFWD,DFW Denton County,"623","Dallas-Ft. Worth, TX",2021-11-16 00:51:22.000,s3://cfadatalakeprod-useast1-dl-common-0042-in/1676/_0010/trigger/location_attributes.csv,2021-11-16 05:52:32.483,2021-11-16
"80335",University of Oklahoma Health Science Center,OPEN,"13525",Aaron Weast,OPR,N,,2000-08-17 00:00:00.000,,LIC,LIC,COLL,SAT,,,0.00,0.00,N,0,,,,0,N,,"1106 N Stonewall Ave",Student Center 132,,Oklahoma City,Oklahoma,OK,United States,US,"73117-1209","35.48066",-97.50178401,"405/271-3660","21",MBM-Lewisville TX,LEW,MCLANE COMPANY INC,Southwest Region,S4,SW Licensing Team,,,,LI11,Licensing Dwayne SW,"650","Oklahoma City, OK",2021-11-16 00:51:22.000,s3://cfadatalakeprod-useast1-dl-common-0042-in/1676/_0010/trigger/location_attributes.csv,2021-11-16 05:52:32.483,2021-11-16
"80102",Prisma Health Greenville Memorial Hospital,OPEN,"00559",Bill Tyler,OPR,N,1996-06-15 00:00:00.000,1996-10-17 00:00:00.000,,LIC,LIC,HOSP,SAT,,,0.00,0.00,N,0,,,,0,N,,"701 Grove Rd",,,Greenville,Greenville,SC,United States,US,"29605-4210","34.81858",-82.41284559,"864/455-6301","15",CFA Supply-Cartersville GA DC 2,CAR2,CFA Supply,Atlantic Region,A4,AT Licensing Team,,,,LI03,Licensing Peggy AT,"567","Greenville-Spartanburg, SC-Asheville, NC-Anderson, SC",2021-11-16 00:51:22.000,s3://cfadatalakeprod-useast1-dl-common-0042-in/1676/_0010/trigger/location_attributes.csv,2021-11-16 05:52:32.483,2021-11-16
"80502",Florida State University,OPEN,"01671",Terry Widener,OPR,N,2013-07-01 00:00:00.000,2013-09-27 00:00:00.000,,LIC,LIC,COLL,SAT,,,0.00,0.00,N,0,,,,0,N,,"127 Honors Way",Johnson Annex Building,,Tallahassee,Leon,FL,United States,US,"32306-0001","30.44152",-84.29370589,,"29",MBM-Macon GA,MCN,MCLANE COMPANY INC,Southeast Region,E4,SE Licensing Team,,,,LI05,Licensing Scott SE,"530","Tallahassee, FL-Thomasville, GA",2021-11-16 00:51:22.000,s3://cfadatalakeprod-useast1-dl-common-0042-in/1676/_0010/trigger/location_attributes.csv,2021-11-16 05:52:32.483,2021-11-16
"00055",Coronado Center,CLOSED,"00411",,OPR,N,1977-12-16 00:00:00.000,1977-12-16 00:00:00.000,2003-04-30 00:00:00.000,Core,CFA,MALL,MALL,,Food Court,,,N,,,,,,Y,,"6600 Menaul Blvd., NE",Suite 47,,Albuquerque,Bernalillo,NM,United States,US,"87110",,,"505/883-8479","1",,,,Southwest Region,S1,SW Region Team #1,Ashley Holley,Ashley Holley,Jodee Morgan,ELPA,El Paso,"790","Albuquerque-Santa Fe, NM",2021-11-16 00:51:22.000,s3://cfadatalakeprod-useast1-dl-common-0042-in/1676/_0010/trigger/location_attributes.csv,2021-11-16 05:52:32.483,2021-11-16
"02161",Reynolds Road FSU,OPEN,"12107",Guy Parker,OPR,N,2007-07-19 00:00:00.000,2007-07-19 00:00:00.000,,Core,CFA,FSU,FSU,,Stand Alone,4658.00,0.00,Y,3,1,Centerline,42,2,N,147,"2232 N Reynolds Rd",,,Bryant,Saline,AR,United States,US,"72022-2534","34.617294",-92.497489,"501/653-0404","27",MB-Little Rock AR,LTR,MARTIN BROWER,Southwest Region,S1,SW Region Team #1,Ashley Holley,Ashley Holley,Jodee Morgan,CARK,Central Arkansas,"693","Little Rock-Pine Bluff, AR",2021-11-16 00:51:22.000,s3://cfadatalakeprod-useast1-dl-common-0042-in/1676/_0010/trigger/location_attributes.csv,2021-11-16 05:52:32.483,2021-11-16
"03605",Holland FSU,OPEN,"13152",Shaun Page,OPR,N,2018-02-08 00:00:00.000,2018-02-08 00:00:00.000,,Core,CFA,FSU,FSU,,Stand Alone,4996.00,4988.00,Y,2,1,Centerline,,3,N,,"2332 N Park Dr",,,Holland,Ottawa,MI,United States,US,"49424-9599","42.810699",-86.08875,"616/355-9933","15",MB-St John MI,STJ,MARTIN BROWER,Midwest Region,M1,MW Region Team #1,Gina Tucker,Gina Tucker,Scott Mayson,WMIC,West Michigan,"563","Grand Rapids-Kalamazoo-Battle Creek, MI",2021-11-16 00:51:22.000,s3://cfadatalakeprod-useast1-dl-common-0042-in/1676/_0010/trigger/location_attributes.csv,2021-11-16 05:52:32.483,2021-11-16
"01209",University Towne Center FSU-Terminated,NEVER OPENED,,,,,,,,Core,CFA,FSU,FSU,,Stand Alone,,,N,,,,,,N,,South University Blvd,East Dry Creek Road,,Littleton,,CO,United States,US,,,,,,,,,West Region,W2,West Region Team #2,John Adams,John Adams,Todd Grubbs,DENS,Denver South,,,2021-11-16 00:51:22.000,s3://cfadatalakeprod-useast1-dl-common-0042-in/1676/_0010/trigger/location_attributes.csv,2021-11-16 05:52:32.483,2021-11-16
"04354",South 31st Street FSU,OPEN,"00741",Steve Joy,OPR,N,2019-08-29 00:00:00.000,2019-08-29 00:00:00.000,,Core,CFA,FSU,FSU,,Stand Alone,0.00,0.00,Y,2,1,Centerline,87,4,N,95,"3303 S 31st St",,,Temple,Bell,TX,United States,US,"76502-1927","31.068201",-97.369486,"254/778-1889","24",MBM-Lewisville TX,LEW,MCLANE COMPANY INC,Southwest Region,S1,SW Region Team #1,John Bermudez,John Bermudez,Jodee Morgan,CTEX,Central Texas,"625","Waco-Temple-Bryan, TX",2021-11-16 00:51:22.000,s3://cfadatalakeprod-useast1-dl-common-0042-in/1676/_0010/trigger/location_attributes.csv,2021-11-16 05:52:32.483,2021-11-16
"02202",Saint Simons FSU,OPEN,"09384",Clark Drury,OPR,N,2008-03-06 00:00:00.000,2008-03-06 00:00:00.000,,Core,CFA,FSU,FSU,,Stand Alone,2932.00,0.00,Y,1,1,L-Traditional,,2,N,,"2205 Demere Rd",,,Saint Simons Island,Glynn,GA,United States,US,"31522-1606","31.159728",-81.390172,"912/638-2695","23",MBM-Macon GA,MCN,MCLANE COMPANY INC,Southeast Region,E3,SE Region Team #3,Nicholas Pate,Nicholas Pate,Amy Rich,JAXN,Jacksonville North,"561","Jacksonville, FL",2021-11-16 00:51:22.000,s3://cfadatalakeprod-useast1-dl-common-0042-in/1676/_0010/trigger/location_attributes.csv,2021-11-16 05:52:32.483,2021-11-16
"80267",Longwood University,OPEN,"01076",Jason Umberger,OPR,N,,1998-01-13 00:00:00.000,,LIC,LIC,COLL,SAT,,,0.00,0.00,N,0,,,0,0,N,0,"156 S South St",,,Farmville,Prince Edward,VA,United States,US,"23901-1748","37.29965",-78.39283015,"434/315-0232","28",QCD-Suffolk VA,SUF,Quality Custom Distribution,Atlantic Region,A4,AT Licensing Team,,,,LI01,Licensing John AT,"556","Richmond-Petersburg, VA",2021-11-16 00:51:22.000,s3://cfadatalakeprod-useast1-dl-common-0042-in/1676/_0010/trigger/location_attributes.csv,2021-11-16 05:52:32.483,2021-11-16
"03479",Coliseum Boulevard FSU,OPEN,"03103",Jeff Hoffman,OPR,N,2019-01-17 00:00:00.000,2019-01-17 00:00:00.000,,Core,CFA,FSU,FSU,,Stand Alone,4997.00,4996.00,Y,2,1,Centerline,13,2,N,108,"182 W Coliseum Blvd",,,Fort Wayne,Allen,IN,United States,US,"46805-1006","41.117609",-85.1419,"260/484-5880","25",MB-St John MI,STJ,MARTIN BROWER,Midwest Region,M1,MW Region Team #1,Dean Laws,Courtney Stephenson,Scott Mayson,NIND,Northern Indiana,"509","Ft. Wayne, IN",2021-11-16 00:51:22.000,s3://cfadatalakeprod-useast1-dl-common-0042-in/1676/_0010/trigger/location_attributes.csv,2021-11-16 05:52:32.483,2021-11-16
"80496",Youngstown State University,OPEN,"10908",Derek Emerson,OPR,N,2014-08-31 00:00:00.000,2014-08-20 00:00:00.000,,LIC,LIC,COLL,SAT,,,0.00,0.00,N,0,,,,0,N,,"1 University Plz",Kilcawley Center,,Youngstown,Mahoning,OH,United States,US,"44555-0001","41.10694",-80.64853947,,"21",MBM-Lockbourne OH,LOC,MCLANE COMPANY INC,Midwest Region,M3,MW Licensing Team,,,,LI25,Licensing Carolyn MW,"536","Youngstown, OH",2021-11-16 00:51:22.000,s3://cfadatalakeprod-useast1-dl-common-0042-in/1676/_0010/trigger/location_attributes.csv,2021-11-16 05:52:32.483,2021-11-16
"00156",Los Cerritos Center,CLOSED,"09345",Robert Hensen,OPR,N,1981-04-11 00:00:00.000,1981-04-11 00:00:00.000,2009-04-18 00:00:00.000,Core,CFA,MALL,MALL,,Food Court,,,N,0,,,,,N,,"123 Los Cerritos Mall",Space #FC09,,Cerritos,Los Angeles,CA,United States,US,"90703-5420","33.86101",-118.09251,"562/402-1113","12",,,,West Region,W1,West Region Team #1,Stephen Goins,Stephen Goins,Mike Hensley,LACE,LA City,"803","Los Angeles, CA",2021-11-16 00:51:22.000,s3://cfadatalakeprod-useast1-dl-common-0042-in/1676/_0010/trigger/location_attributes.csv,2021-11-16 05:52:32.483,2021-11-16
"00338",White Marsh Mall,OPEN,"00001",Marty Windisch,TMP,Y,1981-08-12 00:00:00.000,1981-08-12 00:00:00.000,,Core,CFA,MALL,MALL,,Food Court,0.00,0.00,N,0,,L-Traditional,,0,Y,,"8200 Perry Hall Blvd",,,Baltimore,Baltimore (Ind City),MD,United States,US,"21236-4901","39.37494",-76.46772,"410/931-8642","34",FA-Jessup MD,JES,Food Authority South,Northeast Region,N1,NE Region Team #1,Kevin Curtiss,Kevin Curtiss,Demetrius Ingram,BMNE,Baltimore Northeast,"512","Baltimore, MD",2021-11-16 00:51:22.000,s3://cfadatalakeprod-useast1-dl-common-0042-in/1676/_0010/trigger/location_attributes.csv,2021-11-16 05:52:32.483,2021-11-16
"04506",Terminated The District at Midtown FSU,NEVER OPENED,,,,,,,,Core,CFA,FSU,FSU,,Stand Alone,0.00,0.00,N,0,,,0,0,N,0,NWC of Interstate 630 & S. University Ave.,S University Ave & W 6th St,,Little Rock,Pulaski,AR,United States,US,"72205","34.748094",-92.342963,,,,,,,,,,,,,,"693","Little Rock-Pine Bluff, AR",2021-11-16 00:51:22.000,s3://cfadatalakeprod-useast1-dl-common-0042-in/1676/_0010/trigger/location_attributes.csv,2021-11-16 05:52:32.483,2021-11-16
"03139",Terminated Middletown FSU,NEVER OPENED,,,,,,,,Core,CFA,FSU,FSU,,Stand Alone,0.00,0.00,N,0,,,0,0,N,0,Shelbyville Road,,,Louisville,Jefferson,KY,United States,US,"40223","38.24253",-85.51422,,,,,,,,,,,,,,,,2021-11-16 00:51:22.000,s3://cfadatalakeprod-useast1-dl-common-0042-in/1676/_0010/trigger/location_attributes.csv,2021-11-16 05:52:32.483,2021-11-16
"80684",Dallas/Fort Worth Intl Airport (DFW) -Terminal D,OPEN,"03404",Jason Driscoll,OPR,N,2018-07-15 00:00:00.000,2018-11-09 00:00:00.000,,LIC,LIC,AIR,SAT,,,,,N,,,,,,N,,International Parkway,Terminal D,,Dfw Airport,Dallas,TX,United States,US,"75261","32.89757",-97.04461,"972/973-4489","26",MBM-Lewisville TX,LEW,MCLANE COMPANY INC,Southwest Region,S4,SW Licensing Team,,,,LI11,Licensing Dwayne SW,"623","Dallas-Ft. Worth, TX",2021-11-16 00:51:22.000,s3://cfadatalakeprod-useast1-dl-common-0042-in/1676/_0010/trigger/location_attributes.csv,2021-11-16 05:52:32.483,2021-11-16
"01165",Fort Oglethorpe FSU,OPEN,"00944",Terry O'Neal,OPR,N,2000-03-23 00:00:00.000,2000-03-23 00:00:00.000,,Core,CFA,FSU,FSU,,Stand Alone,4798.00,0.00,Y,2,1,Centerline,64,0,N,0,"1137 Battlefield Pkwy",,,Fort Oglethorpe,Catoosa,GA,United States,US,"30742-3960","34.95319",-85.24515,"706/858-1072","18",CFA Supply-Cartersville GA DC 2,CAR2,CFA Supply,Atlantic Region,A1,AT Region Team #1,Blake Roberts,Blake Roberts,Amy Millard,CHAT,Chattanooga,"575","Chattanooga, TN",2021-11-16 00:51:22.000,s3://cfadatalakeprod-useast1-dl-common-0042-in/1676/_0010/trigger/location_attributes.csv,2021-11-16 05:52:32.483,2021-11-16
"00603",Metroview Prof Bldg-Terminated,NEVER OPENED,,,,,,,,Satellite,CFA,OFFC,SAT,,Food Court,,,N,,,,,,N,,"1900 Randolph Road",,,Charlotte,Mecklenberg,NC,United States,US,"28207",,,,,,,,Atlantic Region,A3,AT Region Team #3,Kim McGrady,Dave Villiger,Eren Page,CHR1,Charlotte I,,,2021-11-16 00:51:22.000,s3://cfadatalakeprod-useast1-dl-common-0042-in/1676/_0010/trigger/location_attributes.csv,2021-11-16 05:52:32.483,2021-11-16
"02710",Leesburg FSU,OPEN,"08848",Danielle O'Dell,OPR,N,2011-12-01 00:00:00.000,2011-12-01 00:00:00.000,,Core,CFA,FSU,FSU,,Stand Alone,4569.00,0.00,Y,1,1,Centerline,47,3,N,0,"1002 Edwards Ferry Rd NE",,,Leesburg,Loudoun,VA,United States,US,"20176-3346","39.11465",-77.53703,"703/777-1200","27",MB-Manassas VA,MAN,MARTIN BROWER,Northeast Region,N1,NE Region Team #1,Omar Dione,Omar Dione,Demetrius Ingram,LOUD,Loudoun County,"511","Washington, DC (Hagerstown, MD)",2021-11-16 00:51:22.000,s3://cfadatalakeprod-useast1-dl-common-0042-in/1676/_0010/trigger/location_attributes.csv,2021-11-16 05:52:32.483,2021-11-16
"04840",Highland Meadows FSU,FUTURE,,,,,2022-11-10 00:00:00.000,,,Core,CFA,FSU,FSU,,Stand Alone,0.00,4995.00,N,0,,,0,0,N,0,"11875 E Northwest Hwy",,,Dallas,Dallas,TX,United States,US,"75218-1412","32.864577",-96.67697,,,,,,Southwest Region,S3,SW Region Team #3,Theron Nixon,Theron Nixon,Hoovey McGuirt,DFDC,DFW Dallas Central,"623","Dallas-Ft. Worth, TX",2021-11-16 00:51:22.000,s3://cfadatalakeprod-useast1-dl-common-0042-in/1676/_0010/trigger/location_attributes.csv,2021-11-16 05:52:32.483,2021-11-16
"01525",Surprise Marketplace FSU,OPEN,"15824",Chris Hall,OPR,N,2003-12-04 00:00:00.000,2003-12-04 00:00:00.000,,Core,CFA,FSU,FSU,,Stand Alone,4197.00,0.00,Y,1,1,L-Traditional,44,0,N,0,"13725 W Bell Rd",,,Surprise,Maricopa,AZ,United States,US,"85374-3871","33.638318",-112.352559,"623/584-7795","28",QCD-Phoenix AZ,PHX,Quality Custom Distribution,West Region,W2,West Region Team #2,Todd Phinney,Todd Phinney,Todd Grubbs,ARZW,Arizona West,"753","Phoenix (Prescott), AZ",2021-11-16 00:51:22.000,s3://cfadatalakeprod-useast1-dl-common-0042-in/1676/_0010/trigger/location_attributes.csv,2021-11-16 05:52:32.483,2021-11-16
"00116",Governors Square (TN),CLOSED,"00001",Graham Kilgore,TMP,Y,1987-11-19 00:00:00.000,1987-11-19 00:00:00.000,2013-08-24 00:00:00.000,Core,CFA,MALL,MALL,,Food Court,0.00,0.00,N,0,,,0,0,Y,0,"2801 Wilma Rudolph Blvd Ste 530",,,Clarksville,Montgomery,TN,United States,US,"37040-5065","36.58866",-87.28878,"931/645-5144","13",,,,Atlantic Region,A1,AT Region Team #1,Blake Sundberg,Blake Sundberg,Amy Millard,NSHN,Nashville North,"659","Nashville, TN",2021-11-16 00:51:22.000,s3://cfadatalakeprod-useast1-dl-common-0042-in/1676/_0010/trigger/location_attributes.csv,2021-11-16 05:52:32.483,2021-11-16
"03515",Terminated Blanco & Wurzbach FSU,NEVER OPENED,,,,,,,,Core,CFA,FSU,FSU,,Stand Alone,0.00,0.00,N,0,,,0,0,N,0,Wurzbach Parkway and Blanco Road,,,San Antonio,Bexar,TX,United States,US,,"29.55672",-98.516594,,,,,,Southwest Region,S1,SW Region Team #1,Ryan Magnon,Ryan Magnon,Jodee Morgan,SANE,San Antonio East,"641","San Antonio, TX",2021-11-16 00:51:22.000,s3://cfadatalakeprod-useast1-dl-common-0042-in/1676/_0010/trigger/location_attributes.csv,2021-11-16 05:52:32.483,2021-11-16
"02564",Aliso Viejo In-Line DT,OPEN,"20183",David Nesson,OPR,N,2011-09-01 00:00:00.000,2011-09-01 00:00:00.000,,Core,CFA,FSU,FSU,,In-Line,4082.00,0.00,Y,1,1,Centerline,33,0,N,0,"26861 Aliso Creek Rd",,,Aliso Viejo,Orange,CA,United States,US,"92656-3375","33.571939",-117.723969,"949/425-1685","33",McLane-Riverside CA,RIV,MCLANE COMPANY INC,West Region,W1,West Region Team #1,Cherrod Pate,Cherrod Pate,Mike Hensley,OCSO,OC South,"803","Los Angeles, CA",2021-11-16 00:51:22.000,s3://cfadatalakeprod-useast1-dl-common-0042-in/1676/_0010/trigger/location_attributes.csv,2021-11-16 05:52:32.483,2021-11-16
"80308",Kansas State University,OPEN,"00755",Lloyd Andersen,OPR,N,,1999-10-25 00:00:00.000,,LIC,LIC,COLL,SAT,,,0.00,0.00,N,0,,,0,0,N,0,"918 N 17th St","121 K- State Student Union",,Manhattan,Riley,KS,United States,US,"66506-3419","39.18809",-96.58266985,"785/532-5111","21",McLane-Shawnee KS,SHA,MCLANE COMPANY INC,Midwest Region,M3,MW Licensing Team,,,,LI24,Licensing Joel MW,"605","Topeka, KS",2021-11-16 00:51:22.000,s3://cfadatalakeprod-useast1-dl-common-0042-in/1676/_0010/trigger/location_attributes.csv,2021-11-16 05:52:32.483,2021-11-16
"01350",Dauphin Street FSU,OPEN,"10786",Darin Wynn,OPR,N,2002-01-04 00:00:00.000,2002-01-04 00:00:00.000,,Core,CFA,FSU,FSU,,Stand Alone,4210.00,0.00,Y,2,1,Midline,,2,N,,"3244 Dauphin St",,,Mobile,Mobile,AL,United States,US,"36606-4001","30.68988186",-88.12087271,"251/476-0320","20",MB-Baton Rouge LA,BTR,MARTIN BROWER,Southeast Region,E3,SE Region Team #3,Scott PicKell,Scott PicKell,Amy Rich,GFCW,Gulf Coast West,"686","Mobile, AL-Pensacola (Ft. Walton Beach), FL",2021-11-16 00:51:22.000,s3://cfadatalakeprod-useast1-dl-common-0042-in/1676/_0010/trigger/location_attributes.csv,2021-11-16 05:52:32.483,2021-11-16
"04898","Kitsap Mall FSU, Silverdale WA",FUTURE,,,,,2023-06-01 00:00:00.000,,,Core,CFA,FSU,FSU,,Stand Alone,0.00,5182.00,N,0,,,0,0,N,0,"10315 Silverdale Way NW",,,Silverdale,Kitsap,WA,United States,US,"98383-7691","47.6547352012",-122.6914844035,,,,,,,,,,,,,,"819","Seattle-Tacoma, WA",2021-11-16 00:51:22.000,s3://cfadatalakeprod-useast1-dl-common-0042-in/1676/_0010/trigger/location_attributes.csv,2021-11-16 05:52:32.483,2021-11-16
"02091",Miracle Mile FSU,OPEN,"03203",Brian Wenger,OPR,N,2007-07-12 00:00:00.000,2007-07-12 00:00:00.000,,Core,CFA,FSU,FSU,,Stand Alone,4864.00,0.00,Y,1,1,Centerline,,0,N,,"4040 William Penn Hwy",,,Monroeville,Allegheny,PA,United States,US,"15146-2651","40.43842107",-79.76679008,"412/380-0999","27",MBM-Lockbourne OH,LOC,MCLANE COMPANY INC,Northeast Region,N2,NE Region Team #2,Kevin Elliott,Kevin Elliott,Scott Stover,PITS,Pittsburgh South,"508","Pittsburgh, PA",2021-11-16 00:51:22.000,s3://cfadatalakeprod-useast1-dl-common-0042-in/1676/_0010/trigger/location_attributes.csv,2021-11-16 05:52:32.483,2021-11-16
"01204",Cedar Park FSU - Dead Deal-Terminated,NEVER OPENED,,,,,,,,Core,CFA,FSU,FSU,,Stand Alone,,,N,,,,,,N,,,,,Austin,,TX,United States,US,,,,,,,,,,"04",Southwest Team 4,,,,AUST,Austin,,,2021-11-16 00:51:22.000,s3://cfadatalakeprod-useast1-dl-common-0042-in/1676/_0010/trigger/location_attributes.csv,2021-11-16 05:52:32.483,2021-11-16
